"PlayerID","GameID","Name","minutes","Team","is_starter","matchup","description","Date"
"6abc2e88-5c53-4559-9246-8f30e1e8dcdd","54fc08f3-c04d-45dd-b012-b9cfbc42c673","Josh Hart",37.1,"NYK",1,"DET v NYK","W 128 - 98",2024-11-01
"6c9e0530-c059-4fac-8794-d2f46b600a29","77f4f00e-8714-4989-b6bf-ff61d94ab393","Jalen Suggs",36.57,"ORL",1,"CLE v ORL","L 109 - 120",2024-11-01
"6f58a217-48f7-4f20-a327-9e92381b3149","3598fd81-3068-4440-869a-a49d19e95e9c","Jamal Murray",22.27,"DEN",1,"DEN v MIN","L 116 - 119",2024-11-01
"705a7599-38ef-4169-89d7-b0d0c0231a24","77f4f00e-8714-4989-b6bf-ff61d94ab393","Franz Wagner",30.07,"ORL",1,"CLE v ORL","L 109 - 120",2024-11-01
"70f3d387-49eb-4d1c-82aa-00c454520527","aedb1cb2-502d-4d42-b004-f1b5b2927478","Jose Alvarado",32.42,"NOP",1,"IND v NOP","W 125 - 118",2024-11-01
"71fc2639-6ab6-4753-bfa0-031e7a2f267b","f8a62afb-43df-4dfd-8806-63e798078aa2","Gradey Dick",31.58,"TOR",1,"LAL v TOR","L 125 - 131",2024-11-01
"73b24a0a-7e0c-4378-a8fd-4d6ad18f2cf8","54fc08f3-c04d-45dd-b012-b9cfbc42c673","Cade Cunningham",32.07,"DET",1,"DET v NYK","L 98 - 128",2024-11-01
"745c724d-8153-40f7-bc05-f31b918f8462","c4991435-65e6-44e7-875e-b8b9286f1c0e","Jabari Walker",10.85,"POR",0,"OKC v POR","L 114 - 137",2024-11-01
"76283a39-d404-492c-9494-ad60616d1608","87ef8ef3-e14c-4ee5-937d-860f7bec6d72","Luke Kornet",23.53,"BOS",1,"CHA v BOS","W 124 - 109",2024-11-01
"783bb558-7f74-4ca5-92ea-433f47745604","aedb1cb2-502d-4d42-b004-f1b5b2927478","Zion Williamson",36.9,"NOP",1,"IND v NOP","W 125 - 118",2024-11-01
